,text,sentiment
1702,"['wework', 'still', 'life', 'support', 'rival', 'say', 'must', 'cut', 'cost', 'fast']",1
1703,"['thing', 'wework', 'sublet', 'business', 'reminds', 'zzzz', 'cleaning', 'company', 'la', 'back', 'day', 'story', 'story', 'millionaire', 'founder', 'whole', 'thing', 'turn', 'fraud']",1
1704,"['call', 'wework', 'aug', '17', 'time', 'tweet', 'wework', 'pull', 'kushner', 'project', 'one', 'journal', 'square', 'jersey', 'city', 'despite', 'receive', '59m', 'tax', 'break']",1
1705,"['week', 'write', 'blog', 'wework', 'plan', 'ipo', 'set', '9/23', 'interest', 'see', 'postpone', 'light', 'criticism', 'face', 'however', 'week', 'able', 'make', 'significant', 'enough', 'difference', 'company', 'ipo']",2
1706,"['bloomberg', 'softbank', 'press', 'wework', 'postpone', 'stock', 'offering', 'investor', 'express', 'serious', 'concern', 'business', 'corporate', 'governance']",1
1707,"['new', 'story', 'npr', 'wework', 'ceo', 'step', 'ipo', 'stall', 'adam', 'neumann', 'workspace', 'share', 'company', 'co-founder', 'quit', 'ceo', 'amid', 'problem', 'wework', 'effort', 'go', 'public', 'company', 'estimate', 'value', 'drop', 'half.https', 'ift.tt/2ls1yas']",1
1708,"['wework', 'linkedin', 'example', 'wrong', 'culture']",1
1709,"['wework', 'shit', 'hit', 'fan']",1
1710,"['check', 'softbank', 'ceo', 'masayoshi', 'son', 'wildly', 'optimistic', 'slide', 'turn', 'wework', 'profitable', 'via']",2
1711,['wework'],2
1712,"['smell', 'like', 'desperation', 'bailing', 'private', 'equity', 'wework', 'ipo', 'never', 'happen', 'could', 'reason', 'spike', 'repo', 'interest', 'rate', 'g', 'write', '80', 'mil']",1
1713,"['well', 'example', 'munger', 'lollapalooza', 'effect', 'softbank', 'wework', 'every', 'imaginable', 'bias', 'work', 'agency', 'masayoshi', 'completely', 'incapable', 'rational']",1
1714,"['however', 'tech', 'deeply', 'ingrain', 'life', 'service', 'enterprise', 'facilitate', 'tech', 'become', 'ubiquitous', 'render', 'meaningless', 'way', 'define', 'business']",2
1715,"['continue', 'wework', 'exposure', 'place']",2
1716,"['help', 'raise', 'awareness', 'team', 'nyc', 'learn']",3
1717,"['woodford', 'wework', 'valuable', 'lesson', 'financial', 'adviser', 'client', 'learn', 'well']",2
1718,"['wework', 'uber', 'give', 'softbank', 'black', 'eye', 'not', 'mean', 'vision', 'fund', 'ii', 'trouble', 'expert', 'say', 'via']",1
1719,"['wework', 'pull', 'pre-ipo', 'sec', 'filing']",2
1720,"['yeah', 'cabin', 'rent', 'work', 'sleep', 'common', 'area', 'three', 'awesome', 'cooked', 'meal', 'day', 'like', 'wework', 'steroid', 'writer']",3
1721,"['office', 'share', 'startup', 'wework', 'cut', 'valuation', 'target', 'ahead', 'ipo']",1
1722,"['anyone', 'expect', 'wework', 'viable', 'model', 'two', 'three', 'year', 'inception', 'type', 'thing', 'surprising', 'anyone']",1
1723,"['adam', 'neumann', 'plan', 'child', 'grandchild', 'control', 'wework', 'techcrunch']",2
1724,"['everywhere', 'go', 'thing', 'happens', 'people', 'make', 'fun', 'wework', 'let', 'tell']",1
1725,"['wework', 'say', 'softbank', 'provide', '5b', 'new', 'financing', 'buy', '3b', 'share', 'exist', 'shareholder', 'would', 'give', 'softbank', '80', 'stake', 'wework', 'cnbc']",2
1726,"['would', 'invest', 'wework', 'bull', 'bear', 'case', 'ipo']",2
1727,"['wework', 'implication', 'softbank', 'fund']",2
1728,"['ytd', 'jun', '19', 'opex', '2x', 'revenue']",2
1729,"['wework', 'new', 'co-ceos', 'planning', 'oust', '20', 'adam', 'neumann', 'friend', 'family', 'member']",2
1730,['wework'],2
1731,"['wework', 'crash', 'uber', 'bleeds', 'cash', 'consumer-tech', 'gold', 'rush', 'may', 'come', 'end']",1
1732,"['yeah', 'fundamental', 'question', 'business', 'blue', 'apron', 'always', 'terrible', 'unit', 'economics', 'high', 'churn', 'uber', 'wework', 'not', 'problem', 'aside', 'wait', 'someone', 'write', 'definitive', 'wework', 'unit', 'economics', 'piece']",3
1733,"['wework', 'delay', '20bn', 'ipo', 'struggle', 'interest', 'investor']",1
1734,"['softbank', 'move', 'oust', 'neumann', 'wework', 'chief', 'executive']",2
1735,"['wework', 'counterfeit', 'capitalism']",1
1736,"['major', 'hit', 'vision', 'fund', 'nosedive', 'highlight', 'need', 'think', 'beyond', 'growth-at-all-costs', 'focus', 'path', 'profitability', 'invest', 'buff.ly/34zpkh7']",1
1737,"['party', 'celebrate', 'launch', 'wework', 'new', 'food', 'lab', 'company', 'big', 'problem', 'seem', 'far', 'away']",2
1738,"['uber', 'new', 'york', 'stock', 'quote', 'uber', 'technology', 'inc', 'bloomberg', 'market']",2
1739,"['sftby', 'sftbf', 'wework', 'owner', 'form', 'panel', 'consider', 'compete', 'lifeline']",2
1740,"['week', 'welcome', 'another', 'set', 'young', 'mentees', 'partner', 'mentor', 'excite', 'life', 'change', 'experience', 'week']",3
1741,"['wework', 'get', 'esports', 'walk', 'dumpster', 'fire', 'right', 'not']",1
1742,"['wework', 'bond', 'drop', 'par', 'first', 'time', 'since', 'ipo', 'filing']",1
1743,"['remember', 'wework']",2
1744,"['everything', 'support', 'stock', 'keep', 'go', 'pton', 'yet', 'another', 'indication', 'popped', 'bubble', 'wework', 'not', 'happen', 'uber', 'lyft', 'work', 'fading', 'fast']",1
1745,"['stop', 'wework', 'deal', 'cramer', 'say', 'embattle', 'ipo', 'could', 'wreck', 'stock', 'market', 'rally']",1
1746,"['refer', 'wework']",2
1747,"['wework', 'fiasco', 'could', 'threaten', 'silicon', 'valley', 'rich', 'powerful']",1
1748,"['wework', 'tesla', 'theranos', 'ubeam', 'example', 'debt', 'company', 'not', 'sec', 'current', 'trend', 'prove', 'government', 'whole', 'failure', 'company', 'act', 'maliciously', 'garner', 'people', 'money']",1
1749,"['anyone', 'know', 'primary', 'school', 'level', 'math', 'know', 'worth']",1
1750,"['look', 'cheese', 'wine', 'quiz', 'night', 'happen', 'week', 'new', 'office', 'thoroughly', 'enjoy']",3
1751,"['randomly', 'fall', 'umbrella', 'part', 'wework', '11th', 'dimensional', 'chess', 'game', 'push', 'unprofitable', 'tenant']",2
1752,"['wework', 'could', 'cut', 'valuation', '20', 'billion', 'exist', 'investor', 'call', 'ipo', 'delay']",2
1753,"['someone', 'need', 'open', 'co-working', 'space', 'burnt', 'freelancer', 'laptop', 'cellphone', 'allow', 'snack', 'free', 'couch', 'plentiful', 'instead', 'wework', 'weburn']",2
1754,"['cancer-causing', 'chemical', 'found', 'wework', 'phone', 'booth']",2
1755,"['wework', 'postpones', 'ipo', 'fails', 'gain', 'investor', 'support', 'property', 'news', 'fromdave']",2
1756,"['wework', 'parent', 'weighs', 'valuation', 'cut']",2
1757,"['thanks', 'bloomberg', 'break', 'wework', 'fall', 'startup', 'unicorn', 'irl', 'hot', 'mess', 'check', 'link']",1
1758,"['wework', 'turmoil', 'raise', 'question', 'office', 'share', 'australian', 'financial', 'review']",1
1759,"['wework', 'accepts', 'softbank', 'takeover', 'offer']",2
1760,"['coworking', 'rival', 'learn', 'wework', 'stumble', 'implode', 'recession', 'fail', 'within', 'year', 'ross', 'gerber']",1
1761,"['wework', '47b', 'parlent', 'due', 'noooooothing', 'worry']",1
1762,"['bully', 'watch', 'last', 'night', 'show', 'decide']",2
1763,"['grubhub', 'knew', 'anyone', 'else', 'not', 'wework', 'everyone']",1
1764,"['daily', 'crunch', 'wework', 'delay', 'ipo']",2
1765,"['wework', 'still', 'plan', 'go', 'public', 'year', 'delay', 'ipo', 'sharpen', 'story', 'investor']",2
1766,"['softbank', 'masa', 'son', 'favor', 'oust', 'wework', 'ceo', 'adam', 'neumann']",2
1767,"['20mins', 'go', 'weather', 'great', 'enjoy', '26th', 'tower', 'say', 'sky', 'limit']",3
1768,"['edgy', 'brand']",2
1769,"['almost', 'people', 'really', 'think', 'wework', 'new', 'concept', 'invent', '21st', 'century', 'company', 'offering', 'furnish', 'office', 'suite', 'city', 'entire', 'career', 'lot', 'closer', 'retirement', 'start', 'career']",2
1770,"['comprehensive', 'play-by-play', 'ongoing', 'wework', 'saga', 'date', 'stink', 'employee', 'shareholder', 'come', 'fascinate', 'unfold']",2
1771,"['hi', 'interested', 'someone', 'ebay', 'sell', '5,000', 'aws', 'credit', 'credit', 'name', 'show', 'aws', 'activate', 'wework', 'london']",2
1772,"['wework', 'employee', 'call', 'greed', 'deception', 'open', 'letter']",1
1773,"['get', 'kid', 'outrage', 'wework', 'employee', 'furious', 'neumann', '1.2', 'bn', 'platinum', 'parachute']",1
1774,"['wework', 'lose', '1.9', 'billion', '2018', 'burn', '2.36', 'billion', 'cash', 'first', 'half', 'year', 'could', 'run', 'money', 'second', 'quarter', '2020', 'current', 'burn', 'rate', 'accord', 'analysis', 'last', 'week', 'security', 'house', 'sanford', 'bernstein']",1
1775,"['think', 'wework', 'big', 'mistake', 'not', 'call', 'weplay']",2
1776,"['not', 'think', 'wework', 'b2b', 'think', 'company', 'like', 'b2c', 'saas', 'wonderful', 'unit', 'economics', 'scale', 'could', 'look', 'creative', 'cloud', 'even', 'modern-day', 'diff', 'true', 'saas', 'v', 'tech-enabled', 'business', 'process', 'optimization']",2
1777,"['recommend', 'read', 'wework', 'layoff', 'come', 'sharper', 'focus']",2
1778,"['wework', 'toxic', 'asset', 'problem', 'troubled', 'co-working', 'company', 'beyond', 'botch', 'ipo', 'story.http']",1
1779,"['softbank', 'pay', 'wework', 'founder', 'adam', 'neumann', '1.7', 'billion', 'step', 'board', 'report', 'say']",2
1780,"['thing', 'write', 'also', 'apply', 'tsla', 'underprice', 'good', 'gain', 'market', 'share', 'loss', 'comment', 'not', 'get', 'people', 'view', 'wework', 'skeptically', 'pay', 'attention', 'unfurl', 'disaster', 'tsla', 'disclosure', 'short', 'tsla']",2
1781,"['dealbook', 'briefing', 'pressure', 'build', 'wework', 'delay']",2
1782,"['airbnb', 'wework', 'problem']",1
1783,"['wework', 'take', 'phone', 'booth', 'service', 'elevate', 'level', 'cancer-causing', 'chemical', 'found']",2
1784,"['usual', 'big', 'story', 'never', 'black', 'white', 'wework', 'different', 'counter', 'viewpoint', 'big', 'customer', 'thread']",3
1785,"['neumann', 'told', 'others', 'mr', 'son', 'appreciate', 'crazy', 'thought', 'need', 'crazier']",2
1786,"['softbank', 'take', '4.7', 'billion', 'loss', 'wework', 'investment', 'factor', 'bailout', 'office-sharing', 'company', 'wall', 'street', 'journal']",1
1787,"['softbank', 'rid', 'wework', 'even', 'co-founder', 'bloomberg', 'via', 'thanks']",2
1788,"['valuation', '47', 'billion', '7.5', 'billion', 'believe', 'learn', 'business', 'case']",1
1789,"['lex', 'column', 'value', 'around', 'level', 'back', 'july', '2018', 'wework', 'equity', 'value', 'base', 'multiple', 'sale', 'flexible', 'workspace', 'peer', 'iwg', 'formerly', 'regus', 'would', 'worth', 'less', '3bn', 'see', 'picture']",2
1790,"['softbank', 'take', 'control', 'wework', 'source', 'comment']",2
1791,"['era', 'excess', 'eccentricity', 'wework']",2
1792,"['head', 'meetup', 'group', 'meetup', 'own', 'wework', 'face', 'criticism', 'try', 'charge', 'user', 'attend', 'event', 'policy', 'introduce', 'late', 'september', 'require', 'anyone', 'attend', 'meetup', 'event', 'pay', 'not']",2
1793,"['exclusive', 'wework', 'press', 'ipo', 'launch', 'despite', 'valuation', 'concern', 'source']",1
1794,"['wework', 'executive', 'told', 'employee', 'meeting', 'company', 'shift', 'prioritize', 'profit', 'growth', 'reiterate', 'staff', 'cut', 'come', 'address', 'question', 'anxious', 'employee']",2
1795,"['softbank', 'love', 'much', 'pay', '18bn', '8bn', 'stake', 'company', 'long', 'promise', 'never', 'darken', 'door', 'wework', 'office', 'ever', 'company', 'need', 'money', 'pay', 'severance', 'employee', 'lay']",1
1796,"['wework', 'ipo', 'debacle', 'highlight', 'failure', 'modern', 'brand', 'building']",1
1797,"['ch2o', 'not', 'cool', 'report', 'potentially', 'elevate', 'level', 'formaldehyde', 'phone', 'booth', 'throughout', 'office', 'u', 'canada', 'add', 'founder', 'adam', 'neumann', 'woe', 'lay', '13', 'workforce', 'stem', 'loss', 'renter']",1
1798,"['boris', 'promise', 'work', 'brexit', 'deal', 'grim', 'data', 'china', 'barclays', 'add', 'ppi', 'provision', 'wework', 'ipo', 'question', 'thing', 'start', 'day', 'via']",1
1799,"['meet', 'wework', 'miami', 'beach', 'thursday']",2
1800,"['report', 'wework', 'expect', 'postpone', 'ipo']",2
1801,"['among', 'many', 'question', 'wework', 'own', '75', 'junk', 'bond']",2
1802,"['use', 'work', 'wework', 'building', 'like', 'nyc', 'office', 'design', 'horrendous', 'claustrophobia', 'entire', 'month', 'work']",1
1803,"['go', 'home', 'drunk', 'softbank', 'talk', 'boost', '1.5', 'bn', 'pledge', 'ft']",1
1804,"['wework', 'delay', 'ipo', 'amid', 'tepid', 'investor', 'interest', 'associate', 'press', 'via', 'nyt']",2
1805,"['wework', 'tlv']",2
1806,"['wework', 'prof', 'thing', 'tech', 'company', 'build', 'software', 'not']",2
1807,"['even', 'wework', 'trouble', 'office', 'still', 'reinvent', 'work', 'progress']",2
1808,"['ticket', 'sale', 'wework', 'next', 'boat', 'party', 'cancel']",2
1809,"['wework', 'ex-ceo', 'adam', 'neumann', 'uber', 'ex-ceo', 'travis', 'kalanick', 'form', 'new', 'company', 'together', 'business', 'would', 'go']",2
1810,"['wework', 'prof', 'venture', 'capitalism', 'work']",2
1811,"['softbank', 'clinch', 'deal', 'take', 'wework', 'source']",2
1812,"['new', 'episode', 'feature', 'make', 'sure', 'watch', 'key', 'insight', 'public', 'private', 'market', 'dynamic', 'amid', 'pton', 'china', 'trade', 'tension', 'morehttps']",2
1813,"['dangerous', 'grow', 'fast', 'say', 'mark', 'dixon', 'iwg', 'wework', 'publicly-traded', 'rival', 'iwg', 'stock', '60', 'last', 'six', 'month', 'secret']",2
1814,"['say', '95', 'percent', 'american', 'never', 'ever', 'deal', 'one', 'single', 'time', 'life', 'stop', 'reporting', 'important', 'shit', 'go']",2
1815,"['ceo', 'ouster', 'loom', 'layoff', 'devaluation', 'turn', 'wework', 'cautionary', 'tale']",2
1816,"['wework', 'go', 'bankrupt', 'able', 'afford', 'office', 'space', 'new', 'york']",2
1817,"['wework', 'throw', 'lit', 'boat', 'party', 'across', 'u', 'year', 'headline', 'star', 'like', 'fat', 'joe', 'fetty', 'wap', 'cancel', 'ticket', 'sale', 'next', 'one']",2
1818,"['former', 'employee', 'wework', 'share', 'story', 'adam', 'neumann', 'run', 'around', 'barefoot', 'yell', 'employee', 'demand', 'case', 'tequila']",1
1819,"['wework', 'look', 'sell', 'spin', 'acquisition', 'include', 'seo', 'firm', 'conductor']",2
1820,"['wework', 'employee', 'call', 'greed', 'deception', 'open', 'letter']",1
1821,"['stock', 'slip', 'fed', 'decision', 'loom', 'fedex', 'drop', 'weak', 'outlook', 'fred', 'imbert', 'thanku']",2
1822,"['not', 'go', 'need', 'much', 'money', 'plan', 'billion', 'rescue', 'financing', 'wework', 'via']",2
1823,"['great', 'example', 'happens', 'clueless', 'techbros', 'meet', 'unbend', 'reality', 'read', 'comment', 'wework', 'oddseth', 'gizmodo', 'scroll', 'wait', 'flurry', 'ad', 'subside', 'find', 'short', 'comment', 'thread', 'bury', 'deep', 'ad']",2
1824,"['would', 'invest', 'wework', 'bull', 'bear', 'case', 'ipo', 'indeed', 'perfect', 'ingredient', 'debate', 'sky-high', 'valuation', 'lack', 'profit', 'impressive', 'growth', 'unconventional', 'effusive', 'founder']",2
1825,"['wework', 'reportedly', 'hire', 'parent', 'high-ranking', 'exec', 'real', 'estate', 'broker', 'among', 'potential', 'conflict', 'interest']",2
1826,"['wework', 'go', '47', 'billion', 'valuation', 'tank', 'ipo', 'company', 'make', 'money']",1
1827,"['venture', 'capital', 'investor', 'need', 'learn', 'mistake', 'wework', 'uber']",2
1828,"['softbank', 'come', 'financial', 'rescue', 'wework']",2
1829,"['softbank', 'take', '80', 'percent', 'wework']",2
1830,"['u', 'flotation', 'bubble', 'burst', 'hotly', 'anticipate', 'stock', 'market', 'listing', 'year', 'flotation', 'office', 'property', 'rental', 'firm', 'wework', 'doubt', 'lyft', 'uber', 'value', 'sinking', 'recession', 'fear', 'dampen', 'enthusiasm', 'risk']",2
1831,"['wework', 'director', 'urge', 'ceo', 'neumann', 'step', 'report']",2
1832,"['special', 'committee', 'decide', 'financing', 'form', 'wework', 'reuters']",2
1833,"['actually', 'love', 'company', 'neumann', 'shity', 'ceo', 'startup', 'founder', 'draw', 'line', 'not', 'ran', 'company', 'wework', 'accepts', 'multi-billion-dollar', 'rescue', 'deal', 'softbank', 'adam', 'neumann', 'stay', 'advisor', 'abc', 'news']",3
1834,"['wework', 'seek', '20', 'billion', '30', 'billion', 'ipo', 'valuation', 'streetinsider', 'cite', 'bloomberg']",2
1835,"['not', 'realise', 'pay', 'square', 'foot', 'yet', 'customer', 'paid', 'cheap', 'electric', 'bill', 'enough', 'bankrupt', 'wework', 'wall', 'insulation', 'energy', 'keep', 'office', 'hot', 'cold']",1
1836,"['take', '80', 'stake', 'provide', 'bln', 'new', 'financing']",2
1837,"['wework', '1t', 'show', 'co-working', 'giant', 'go', '47', 'billion', 'valuation', 'talk', 'bankruptcy', 'week']",1
1838,"['wework', 'consider', 'ipo', 'valuation', 'low', '10', 'billion', '47', 'billion']",2
1839,"['wework', 'company', 'list', 'nasdaq']",2
1840,"['not', 'also', 'still', 'control', 'ownership', 'interest', 'number', 'property', 'lease', 'wework', 'unrelated', 'investment', 'firm']",2
1841,"['wework', 'property', 'default', 'may', 'next', 'fail', 'ipo', 'say', 'mega-developer', 'peebles', 'express', 'news']",1
1842,[],1
1843,"['bank', 'investor', 'pour', 'money', 'wework', 'hyped', 'accountability', 'regulation', 'thought', 'whether', 'idea', 'rent', 'office', 'space', 'struggle', 'business', 'could', 'profitable']",1
1844,"['gonna', 'need', 'wework', 'book', 'asap']",2
1845,"['wework', 'bad', 'dumb', 'company']",1
1846,"['else', 'sick', 'coverage', 'wework', 'get', 'cnbc', 'relevance', 'whatsoever', 'not', 'deserve', 'much', 'airtime', 'retail', 'investor', 'tune', 'hear', 'commentary', 'advice', 'company', 'actually', 'publicly', 'trade', 'adam', 'neumann', 'replaces', 'elon', 'musk']",2
1847,"['fucker', 'really', 'sit', 'wework', 'building', 'watch', 'anime']",2
1848,"['consciousness', 'not', 'even', 'rise', 'petty', 'theft', 'ah', 'wework']",1
1849,"['new', 'best', 'story', 'hacker', 'news', 'wework', 'board', 'member', 'seek', 'remove', 'adam', 'neumann', 'ceo']",2
1850,"['job', 'startup', 'digital', 'tech', 'le', 'aziende', 'che', 'assumono', 'sono', 'le', 'village', 'credit', 'agricole', 'moncler', 'armani', 'hotel', 'vodafone', 'cercano', 'stagisti', 'illimity', 'bank', 'find', 'doctor', 'digital', '360', 'start', '2impact', 'leroy', 'merlin', 'wework', 'pwc', 'satispay', 'technoprobe']",2
1851,"['shower', 'thought', 'wework', 'trouble', 'mostly', 'pretend', 'tech', 'company', 'also', 'wework', 'great', 'real', 'estate', 'company', 'not', 'even', 'exist', 'not', 'pretend', 'tech', 'company']",2
1852,"['sponsor', 'not', 'saturday', 'plan', 'join', 'u', 'free', 'one-day', 'cod', 'workshop', 'college', 'park', 'location', 'tomorrow', 'begin', 'start', 'tech', 'skill']",2
1853,"['wework', 'vcs', 'angry', 'adam', 'neumann', 'knew', 'full', 'well', 'buying', 'screw', 'lose', 'money']",2
1854,"['softbank', 'buy', 'least', '750', 'million', 'wework', 'share', 'ipo', 'already', 'big', 'investor', 'wework', 'parent', 'would', 'end', '25', 'share', 'sell']",2
1855,"['wework', 'parent', 'pull', 'follow', 'pushback', 'source']",2
1856,"['professor', 'galloway', 'not', 'destroy', 'weworks', 'adam', 'neumann', 'come', 'think', 'ponzi', 'scheme', 'begin']",2
1857,"['wework', 'prefers', 'jpmorgan', 'lifeline', 'rescue', 'softbank']",2
1858,"['learn', 'wework', 'shrink', 'ipo', 'erase', 'billion', 'ceo', 'adam', 'neumann', 'payday', 'still', 'likely', 'come', 'multi-billionaire']",1
1859,"['zhh', 'nothing', 'complex', 'uk', 'healthcare', 'see', 'one', 'major', 'stakeholder', 'miss', 'list', 'well', 'not', 'differentiate', 'synthesise', 'analysis']",2
1860,"['dual-class', 'maybe', 'market', 'work', 'wework']",2
1861,"['common', 'thread', 'story', 'woman', 'absent', 'not', 'table', 'often', 'absent', 'building', 'smart', 'female', 'founder', '100', 'member', 'uber', 'wework', 'high-powered', 'tech', 'bros', 'behaving', 'badly']",1
1862,"['wework', 'pull', 'thousand', 'phone', 'booth', 'service', 'formaldehyde', 'scare']",2
1863,"['david', 'prutting', 'patrick', 'mcmullan', 'via', 'getty', 'image', 'wework', 'summit', '2015', 'wework', 'vimeo', 'samantha', 'lee', 'business', 'insider', 'adam', 'rebekah', 'neumann', 'built', 'wework', '47', 'billion', 'coworking', 'giant', 'couple', 'rely', 'teaching', 'kabbalah']",2
1864,"['wework', 'sell', 'conductor', 'seo', 'company', 'via']",2
1865,"['ya', 'kinda', 'meh']",2
1866,"['wework', 'big', 'investor', 'reportedly', 'urge', 'ceo', 'adam', 'neumann', 'scrap', 'phrase', 'like', 'elevate', 'world', 'consciousness', 'company', 'ipo', 'filing', 'sftby']",2
1867,"['wework', 'ipo', 'valuation', 'farce', 'day', 'softbank', 'easy', 'money', 'throw', 'around', 'like', 'drunk', 'sailor', 'keep', 'company', 'like', 'wework', 'float', 'add', 'ceo', 'governance', 'issue', 'wework']",1
1868,"['think', 'honorable', 'supreme', 'court', 'err', 'ayodhya', 'verdict', 'land', 'give', 'wework', 'build', 'co-working', 'space']",2
1869,"['neumann', 'extract', '200mm', 'wework', 'raise', 'fund', 'begin', 'lay', 'thousand']",1
1870,"['move', 'rattle', 'commercial', 'property', 'owner', 'across', 'globe', 'rent', 'wework', 'wework', 'halt', 'new', 'lease', 'agreement', 'stem', 'loss']",2
1871,"['softbank', 'actually', 'get', 'rid', 'wework', 'ceo', 'bring', 'dj', 'play']",1
1872,"['increase', 'one', 'wework', 'ipo', 'every', 'night']",2
1873,"['wework', 'story', 'bizarre', 'not', 'even', 'get', 'outrage', 'cmts']",2
1874,"['mattel', 'gender-neutral', 'doll', 'celebrate', 'inclusivity', 'senior', 'stereotype', 'ad', 'ebay', 'wework', 'exec', 'depart']",2
1875,"['wework', 'staff', 'face', 'job', 'cut', 'express', 'outrage', 'founder', 'payout', 'via']",1
1876,"['work', 'progress', 'beyond', 'fiasco', 'wework', 'white-collar', 'worker', 'face', 'two-tier', 'office', 'system', 'via']",1
1877,"['wonderful', 'chat', 'supportive', 'expansion', 'plan', 'expand', '3x', 'nyc', 'already', 'open', 'office', '12', 'month', 'impossible', 'without', 'platform']",3
1878,"['wework', 'uber', 'drag', 'softbank', 'group', 'historic', 'negative', 'territory']",1
1879,"['lol', 'shit']",2
1880,"['wework', 'neumann', 'vote', 'oust', 'ceo', 'fail', 'ipo', 'source']",2
1881,"['source', 'wework', 'co-founder', 'adam', 'neumann', 'step', 'ceo', 'lengthy', 'board', 'call', 'today', 'nonexecutive', 'chairman', 'company', 'new', 'york', 'time']",2
1882,"['softbank', 'multi-million-dollar', 'protection', 'wework', 'ipo']",2
1883,"['not', 'make', 'stuff', 'big', 'problem', 'milk']",1
1884,"['shut', 'eye', 'ceo', 'masayoshi', 'son', 'say', 'lose', '4.7', 'billion']",1
1885,"['not', 'wework', 'kneecap']",1
1886,"['wework', 'need', 'go', 'public', 'right']",2
1887,"['gap', 'big', 'offering', 'not', 'happen', 'exactly', 'case', 'market', 'function', 'properly', 'also', 'zero', 'sympathy', 'investor', 'would', 'bought', 'wework', 'stock', '80b', 'valuation']",2
1888,"['coworking', 'flexible', 'workspace', 'market', 'expect', 'massive', 'growth', '2019-2026', 'focus', 'lead', 'player', 'wework', 'knotel', 'techspace', 'serendipity', 'lab', 'awfis', 'regus', 'wework', 'company', 'awfis', 'space', 'solution', 'market', 'research', 'report']",3
1889,"['wework', 'oust', 'adam', 'neumann', 'accuse', 'pregnancy', 'discrimination']",1
1890,"['wework', 'undervalue', 'company', 'ever', 'founder', 'capital']",3
1891,"['softbank', 'reportedly', 'take', 'billion', 'hit', 'thanks', 'bet', 'wework', 'uber']",1
1892,"['ceo', 'wework', 'rival', 'say', 'office-sharing', 'business', 'model', 'withstand', 'recession', 'sure']",1
1893,"['softbank', 'backer', 'rethink', 'role', 'next', 'vision', 'fund', 'wework', 'via']",2
1894,"['end', 'question', 'whether', 'ceo', 'boat', 'shareholder', 'economic', 'ownership', 'not', 'voting', 'right', 'neumann', 'own', '30', 'wework', 'suffers', 'shit', 'thats', 'saw', 'change']",2
1895,"['daily', 'crunch', 'wework', 'ceo', 'face', 'investor', 'pressure']",2
1896,"['tweet', 'come', 'heel', 'meetup', 'announcement', 'start', 'charge', 'attendee', 'rsvps', 'repugnant', 'management', 'incompetence', 'come', 'family', 'company', 'tire', 'pathetic', 'do-nothing', 'brand', 'management', 'ny', 'sf', 'web', 'company']",1
1897,"['outstanding', 'check', 'transform', 'beautiful', 'facility', 'woman', 'color', 'ally', 'look', 'like', 'mind', 'wework', 'space', 'please', 'check']",3
1898,"['low-key', 'really', 'like', 'wework', 'phone', 'booth']",3
1899,"['creator', 'hbo', 'silicon', 'valley', 'say', 'tech', 'industry', 'lack', 'self-awareness', 'make', 'good', 'punchline', 'explain', 'wework', 'episode']",2
1900,"['wework', 'bailout', 'softbank', 'company', 'adam', 'neumann', 'get', 'big', 'payout', 'cnn']",2
1901,"['adam', 'neumann', 'step', 'wework', 'ceo', 'expect', 'enough', 'still', 'ipo', 'year', 'prediction', 'wework', 'spot', 'far']",2
1902,"['oust', 'wework', 'ceo', 'reject', 'multiple', 'co-op', 'board', 'search', 'apt']",1
1903,"['wework', 'mystery', 'own', '75', 'junk', 'bond', 'investigcom', 'twitter', 'news', 'noticias', 'bitcoin', 'cryptocurrency', 'forexhttp']",2
1904,"['scott', 'really', 'make', 'nice', 'progress', 'guy', 'keith', 'raboigs-be-heavy', 'etc', 'get', 'annoyed', 'good', 'kick', 'hornet', 'nest', 'every']",2
1905,"['terrace', 'view', 'wework', '333', 'george', 'street']",3
1906,[],1
1907,"['wide-ranging', 'interview', 'ask', 'chairman', 'jay', 'clayton', 'private', 'v', 'public', 'market', 'ipo', 'crypto']",2
1908,"['ipo', '15', 'billion', 'valuation', 'would', 'result', 'billion', 'writedown', 'softbank', 'billion', 'loss', 'late', 'report', 'fair', 'value', 'vision', 'fund', 'softbank', 'push', 'wework', 'postpone', 'contentious', 'ipo']",2
1909,"['need', 'building', 'wework', 'lmaoooooooo']",2
1910,"['new', 'event', 'add', 'graphql', 'manchester', 'wework', 'dalton', 'place', '29', 'john', 'dalton', 'st', 'manchester', 'm2', '6ds', 'uk', 'october', '2019', '06:00']",2
1911,"['la', 'ma', 'relevante', 'wework', 'oust', 'adam', 'neumann', 'accuse', 'pregnancy', 'discrimination', 'see']",1
1912,"['wework', 'worth', '70', 'last', 'raise', 'money', 'nyu', 'dean', 'valuation', 'say', 'cnbc']",2
1913,"['course', 'would', 'wise', 'wework', 'change', 'everything', 'however']",2
1914,"['wework', 'joe']",2
1915,"['wework', 'weighs', 'slash', 'valuation', 'pg', 'long', 'record', 'regulator']",2
1916,"['expand', 'china', 'far', 'fetch', 'expand', 'midwest', 'wework', '800', 'location', 'city', 'far-flung', 'xi', 'china', 'columbus', 'ohio']",2
1917,"['wework', 'cancellation', 'ipo', 'lead', 'many', 'question', 'viability', 'share', 'office', 'model', 'think', 'flourish', 'fail', 'economy', 'change']",2
